Case and Offense,Case Number,Reported Date,Nature Of Call,From Date,Offense,Description,Block Address,City,State,Beat,Division,Council District,Attempt Complete,Location Type,Location Description,Location
230324751-23H,230324751,12/14/2023,THEFT,12/12/2023 22:45,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,5500 WAINWRIGHT DR,FORT WORTH,TX,G17,East,5,C,20,20 RESIDENCE/HOME,"(32.728459514434775, -97.23732273362215)"
230097276-90Z,230097276,12/14/2023,FAMILY,12/14/2023 0:00,90Z,PC 38.04(b) Evading Arrest Detention,5100 WICHITA ST,FORT WORTH,TX,I13,South,11,C,7,07 CONVENIENCE STORE,"(32.685518569626154, -97.28028706155348)"
230324790-23F,230324790,12/15/2023,BURGLARY VEHICLE COMMERCI,12/15/2023 16:40,23F,PC 30.04(A) Burglary Vehicle,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,55,55 SHOPPING MALL,"(32.68740894175712, -97.32079903844469)"
230096813-240,230096813,12/12/2023,AUTO THEFT,12/12/2023 2:00,240,PC 31.03(E)(5) AUTO Theft>=$20k<$100k (Auto theft),2900 STANLEY AVE,FORT WORTH,Te,K11,West,9,C,18,18 PARKING LOT/GARAGE,"(32.709529274730265, -97.34595103696391)"
230098121-23H,230098121,12/16/2023,THEFT,12/16/2023 18:10,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,8,08 DEPARTMENT/DISCOUNT STORE,"(32.68740894175712, -97.32079903844469)"
230097297-240,230097297,12/14/2023,AUTO THEFT,12/13/2023 18:00,240,PC 31.03(E)(4)(A)AUTO Theft>$1500<$20K (Auto theft,4800 WILLIE ST,FORT WORTH,TX,G15,East,5,A,20,20 RESIDENCE/HOME,"(32.72604837116765, -97.25118875090817)"
230096326-240,230096326,12/10/2023,AUTO THEFT,12/9/2023 14:00,240,PC 31.03(E)(4)(A)AUTO2015 Theft Prop>=$2500<$30k A,8500 EASTON LN,FORT WORTH,Te,H12,East,5,C,18,18 PARKING LOT/GARAGE,"(32.76644772717006, -97.17092444174024)"
230324551-23C,230324551,12/10/2023,THEFT,12/10/2023 12:54,23C,GC  085-07 Theft under $100- Shoplifting,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,55,55 SHOPPING MALL,"(32.68740894175712, -97.32079903844469)"
230096566-13B,230096566,12/11/2023,PENAL CODE,3/1/2022 12:00,13B,PC 22.012(b) INDECENT ASSAULT,1900 E SEMINARY DR,FORT WORTH,TX,I12,South,8,C,20,20 RESIDENCE/HOME,"(32.684578361795886, -97.30467308643027)"
230096743-23F,230096743,12/12/2023,BURGLARY VEHICLE,12/12/2023 3:00,23F,PC 30.04(A) Burglary Vehicle,2700 ECHO POINT DR,FORT WORTH,TX,J19,South,6,C,20,20 RESIDENCE/HOME,"(32.632532555195795, -97.36090435484796)"
230097276-13B,230097276,12/14/2023,FAMILY,12/14/2023 0:00,13B,PC 25.11(e) Continuous Violence against family(Sim,5100 WICHITA ST,FORT WORTH,TX,I13,South,11,C,7,07 CONVENIENCE STORE,"(32.685518569626154, -97.28028706155348)"
230096433-90Z,230096433,12/11/2023,HARASS,11/8/2023 0:00,90Z,PC 42.07(C) Harassment,7500 SAMANTHA DR,FORT WORTH,Te,I18,South,8,C,20,20 RESIDENCE/HOME,"(32.634182147620486, -97.35256963906582)"
230324601-23H,230324601,12/11/2023,THEFT,12/9/2023 1:05,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,2100 ELLIS AVE,FORT WORTH,Te,C13,Northwest,2,C,3,03 BAR/NIGHT CLUB,"(32.783380520535886, -97.35038347978427)"
230096762-23H,230096762,12/12/2023,BURGLARY COMMERCIAL,12/8/2023 12:00,23H,GC  085-07 Theft under $100,1400 E SEMINARY DR,FORT WORTH,TX,I15,South,8,C,4,04 CHURCH/SYNAGOGUE/TEMPLE,"(32.68430765181462, -97.30621725599471)"
230096227-WAR,230096227,12/10/2023,PENAL CODE,12/10/2023 13:08,WAR,OT WARRANT Out of Town Warrant,9200 ABACO WAY,FORT WORTH,TX,J19,South,6,C,20,20 RESIDENCE/HOME,"(32.609515101346396, -97.36800878031751)"
230096292-23F,230096292,12/10/2023,BURGLARY VEHICLE,12/10/2023 12:45,23F,PC 30.04(A) Burglary Vehicle,3000 N TARRANT PKWY,FORT WORTH,Te,E14,North,4,C,9,09 DRUG STORE/DOCTOR'S OFFICE/HOSPITAL,"(32.898666709006804, -97.31576061963618)"
230096475-23H,230096475,12/11/2023,THEFT,12/8/2023 0:00,23H,PC 31.03(E)(5)  2015 Theft>=$30k<$150k,10800 FOREST HILL EVERMAN RD,FORT WORTH,Te,I19,South,8,C,6,06 CONSTRUCTION SITE,"(32.59894569636981, -97.28408301024173)"
230096566-90Z,230096566,12/11/2023,PENAL CODE,3/1/2022 12:00,90Z,PC 42.07(C) Harassment,1900 E SEMINARY DR,FORT WORTH,TX,I12,South,8,C,20,20 RESIDENCE/HOME,"(32.684578361795886, -97.30467308643027)"
230097802-13A,230097802,12/15/2023,AG ASSAULT,12/15/2023 0:00,13A,PC 22.02(b)(1)(A) AGG ASSAULT DATE/FAMILY/HOUSE W/,2700 REFUGIO AVE,FORT WORTH,Te,C13,Northwest,2,C,20,20 RESIDENCE/HOME,"(32.7944736811558, -97.35784174877908)"
230324657-290,230324657,12/12/2023,CRIMINAL MISCHIEF,12/12/2023 3:00,290,PC 28.03(b)(3)(A) Criminal Mischief >=$750<$2500,500 CARROLL ST,FORT WORTH,TX,K12,West,9,C,21,21 RESTAURANT,"(32.753744872843534, -97.35461570816932)"
230096769-250,230096769,12/12/2023,FRAUD,12/2/2023 8:00,250,PC 32.21(C) Forgery,5100 CLIFF OAKS DR,FORT WORTH,Te,D14,Northwest,2,C,20,20 RESIDENCE/HOME,"(32.837130397511544, -97.37825136600037)"
230324602-23C,230324602,12/11/2023,THEFT,12/11/2023 14:24,23C,PC 31.03(E)(2)(A)   PC 31.03(E)(2)(A)  2015 Theft,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,55,55 SHOPPING MALL,"(32.68740894175712, -97.32079903844469)"
230097700-220,230097700,12/15/2023,BURGLARY RESIDENTIAL,12/14/2023 15:00,220,PC 30.02(C)(2) Burglary Habitation,2600 RACE ST,FORT WORTH,Te,A12,Central,11,C,20,20 RESIDENCE/HOME,"(32.773203508033106, -97.30774409263941)"
230097455-23F,230097455,12/14/2023,BURGLARY VEHICLE,12/14/2023 12:40,23F,PC 30.04(d) Burglary of Vehicles,4200 SOUTH FWY,FORT WORTH,Te,I11,South,11,C,18,18 PARKING LOT/GARAGE,"(32.68740894175712, -97.32079903844469)"
230096373-290,230096373,12/11/2023,CRIMINAL MISCHIEF,12/11/2023 2:27,290,PC 28.03(b)(3)(A) Criminal Mischief >=$750<$2500,2800 RACE ST,FORT WORTH,TX,A12,Central,11,C,5,05 COMMERCIAL/OFFICE BUILDING,"(32.7731878375238, -97.30625624448831)"
230096227-90Z,230096227,12/10/2023,PENAL CODE,12/10/2023 13:08,90Z,PC 38.03(A) Resisting Arr/Search/Transport,9200 ABACO WAY,FORT WORTH,TX,J19,South,6,C,20,20 RESIDENCE/HOME,"(32.609515101346396, -97.36800878031751)"
230096278-13A,230096278,12/10/2023,AG ASSAULT,12/10/2023 16:00,13A,PC 22.02(a)(2) Aggravated Assault with Deadly Weap,2700 KEARNEY AVE,FORT WORTH,Te,D12,Northwest,2,C,4,04 CHURCH/SYNAGOGUE/TEMPLE,"(32.799810462255174, -97.37794252582853)"
230096762-220,230096762,12/12/2023,BURGLARY COMMERCIAL,12/8/2023 12:00,220,PC 30.02(C)(1) Burglary of building,1400 E SEMINARY DR,FORT WORTH,TX,I15,South,8,A,4,04 CHURCH/SYNAGOGUE/TEMPLE,"(32.68430765181462, -97.30621725599471)"
230096457-290,230096457,12/11/2023,CRIMINAL MISCHIEF,12/9/2023 0:00,290,GC 039 Criminal Mischief under $100/Subst Inconven,9700 MOTLEY DR,FORT WORTH,TX,D15,Northwest,7,C,20,20 RESIDENCE/HOME,"(32.898215484433955, -97.41754029668293)"
230096918-90Z,230096918,12/12/2023,PENAL CODE,8/5/2023 0:00,90Z,PC 16.06 Unlawful Installation of Tracking Device,11200 E DAWN DR,FORT WORTH,Te,E14,North,10,C,25,25 OTHER/UNKNOWN,"(32.936344783238496, -97.29178458250162)"
230096078-290,230096078,12/9/2023,CRIMINAL MISCHIEF,12/9/2023 15:30,290,PC 28.03(b)(2) Criminal Mischief >=$100<$750,ARBORLAWN DR,FORT WORTH,Te,L13,West,3,C,13,13 HIGHWAY/ROAD/ALLEY,
230096924-23H,230096924,12/12/2023,AUTO THEFT,12/12/2023 0:00,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,2600 W 7TH ST,FORT WORTH,Te,K12,West,9,C,55,55 SHOPPING MALL,
230096983-23H,230096983,12/13/2023,THEFT,12/13/2023 0:00,23H,PC 31.03(e)(4)(D)   Theft Property<$2500 2/more pr,2600 WHITE SETTLEMENT RD,FORT WORTH,Te,K12,West,9,C,7,07 CONVENIENCE STORE,
230096983-WAR,230096983,12/13/2023,THEFT,12/13/2023 0:00,WAR,OT WARRANT Out of Town Warrant,2600 WHITE SETTLEMENT RD,FORT WORTH,Te,K12,West,9,C,7,07 CONVENIENCE STORE,
230096924-240,230096924,12/12/2023,AUTO THEFT,12/12/2023 0:00,240,PC 31.03(E)(4)(A)AUTO Theft>$1500<$20K (Auto theft,2600 W 7TH ST,FORT WORTH,Te,K12,West,9,C,55,55 SHOPPING MALL,
230097708-TRC,230097708,12/15/2023,TRAFFIC CODE,12/15/2023 0:00,TRC,TV 049 Leaving Scene of Accident<$200 Damage,4700 S HULEN ST,FORT WORTH,Te,K18,West,6,C,13,13 HIGHWAY/ROAD/ALLEY,
230096831-90Z,230096831,12/12/2023,CITY ORDINANCES,12/12/2023 0:00,90Z,GC 106-02 Solicitation in Prohibited Place,7100 CAMP BOWIE WEST BLVD,FORT WORTH,Te,L12,West,3,C,13,13 HIGHWAY/ROAD/ALLEY,
230094811-100,230094811,12/5/2023,KIDNAPPING,12/5/2023 12:20,100,PC 20.04(b) Aggravated  Kidnapping with Deadly Wea,6500 OLD DENTON RD,FORT WORTH,TX,E11,North,2,C,18,18 PARKING LOT/GARAGE,
230094811-13A,230094811,12/5/2023,KIDNAPPING,12/5/2023 12:20,13A,PC 22.02(a)(2) Aggravated Assault with Deadly Weap,6500 OLD DENTON RD,FORT WORTH,TX,E11,North,2,C,18,18 PARKING LOT/GARAGE,
230097882-220,230097882,12/15/2023,BURGLARY RESIDENTIAL,12/15/2023 0:00,220,PC 30.02(C)(1) Burglary of building,1100 7TH AVE,FORT WORTH,Te,B14,Central,9,A,20,20 RESIDENCE/HOME,
230096871-23F,230096871,12/12/2023,BURGLARY VEHICLE COMMERCI,12/12/2023 0:00,23F,PC 30.04(A) Burglary Vehicle,9000 BRIAN WAY CIR,FORT WORTH,TX,L16,West,3,A,18,18 PARKING LOT/GARAGE,
230099051-23H,230099051,12/20/2023,THEFT,10/1/2023 11:00,23H,PC 31.03(E)(4)(A) Theft>$1500<$20K,6000 OAKLAND HILLS DR,FORT WORTH,TX,H11,East,5,C,25,25 OTHER/UNKNOWN,"(32.763771998498136, -97.22599869461034)"
230099389-13B,230099389,12/21/2023,ASSAULT CHILD,12/1/2023 0:00,13B,PC 22.04 (F) Injury child/eld/disable w/int BI(sim,DENVER CITY DR,FORT WORTH,Te,D15,Northwest,7,C,25,25 OTHER/UNKNOWN,
230325007-23H,230325007,12/20/2023,THEFT,12/20/2023 21:50,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,4000 BONITA SPRINGS DR,FORT WORTH,TX,J18,South,6,C,20,20 RESIDENCE/HOME,"(32.62313970314073, -97.37925072132137)"
230099056-290,230099056,12/20/2023,CRIMINAL TRESPASS,12/19/2023 17:30,290,PC 28.03(b)(2) Criminal Mischief >=$100<$750,2900 CLIFFRIDGE LN,FORT WORTH,Te,L16,West,3,C,5,05 COMMERCIAL/OFFICE BUILDING,"(32.733320801841536, -97.47655639740951)"
230099537-23F,230099537,12/22/2023,BURGLARY VEHICLE,12/21/2023 19:15,23F,PC 30.04(A) Burglary Vehicle,2800 W 5TH ST,FORT WORTH,Te,K12,West,9,C,18,18 PARKING LOT/GARAGE,"(32.752949855039795, -97.35672123650582)"
230098328-13B,230098328,12/16/2023,ASSAULT,12/16/2023 22:41,13B,PC 22.01(a)(1) Assault Causes Bodily injury  Famil,12700 SETON LN,FORT WORTH,TX,I19,South,8,C,18,18 PARKING LOT/GARAGE,"(32.572800875658366, -97.32542670077892)"
230098979-290,230098979,12/19/2023,CRIMINAL MISCHIEF,12/19/2023 7:15,290,GC 039 Criminal Mischief under $100/Subst Inconven,2100 BIGGS ST,FORT WORTH,TX,F17,North,4,C,20,20 RESIDENCE/HOME,"(32.91689175868202, -97.32878944293347)"
230099722-23F,230099722,12/22/2023,BURGLARY VEHICLE,12/21/2023 9:00,23F,PC 30.04(A) Burglary Vehicle,5300 LAKE CHELEN DR,FORT WORTH,TX,E13,North,4,C,20,20 RESIDENCE/HOME,"(32.89325696311181, -97.26999194774514)"
230098205-13A,230098205,12/17/2023,AG ASSAULT,12/17/2023 6:00,13A,PC 22.02(a)(2) Aggravated Assault w/Deadly Weapon,1600 SHILLING DR,FORT WORTH,TX,G13,East,11,C,20,20 RESIDENCE/HOME,"(32.755454506418054, -97.25049677288807)"
230324983-23C,230324983,12/20/2023,THEFT,12/19/2023 10:59,23C,PC 31.03(E)(2)(A)   PC 31.03(E)(2)(A)  2015 Theft,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,55,55 SHOPPING MALL,"(32.68740894175712, -97.32079903844469)"
230098445-240,230098445,12/18/2023,AUTO THEFT,12/18/2023 0:00,240,PC 31.03(E)(4)(A)AUTO2015 Theft Prop>=$2500<$30k A,2900 BUCKSKIN RUN ST,FORT WORTH,Te,L16,West,3,C,18,18 PARKING LOT/GARAGE,"(32.733176175405376, -97.4778993125733)"
230099668-26F,230099668,12/22/2023,IDENTIFY (NON REPORTABLE),2/10/2023 0:00,26F,PC 32.51(C)(1) Fraud Use Poss of ID Info<5 items,500 JONES ST,FORT WORTH,TX,A15,Central,9,C,21,21 RESTAURANT,"(32.755628935631584, -97.32881321537684)"
230098719-240,230098719,12/18/2023,AUTO THEFT,12/18/2023 5:50,240,PC 31.03(E)(4)(A)AUTO2015 Theft Prop>=$2500<$30k A,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,18,18 PARKING LOT/GARAGE,"(32.68740894175712, -97.32079903844469)"
230098683-290,230098683,12/18/2023,CRIMINAL MISCHIEF,12/17/2023 23:00,290,GC 039 Criminal Mischief under $100/Subst Inconven,6100 AMELIA AVE,FORT WORTH,TX,K19,West,6,C,18,18 PARKING LOT/GARAGE,"(32.64324288199645, -97.42266872209386)"
230099324-13B,230099324,12/21/2023,ASSAULT,12/21/2023 0:00,13B,PC 22.01(a)(1) Assault Causes Bodily injury  Famil,3900 TARPON SPRINGS DR,FORT WORTH,Te,J18,South,6,C,20,20 RESIDENCE/HOME,"(32.621904624539944, -97.37608303066277)"
230099056-90J,230099056,12/20/2023,CRIMINAL TRESPASS,12/19/2023 17:30,90J,PC 30.05(d)(1) Criminal Trespass,2900 CLIFFRIDGE LN,FORT WORTH,Te,L16,West,3,C,5,05 COMMERCIAL/OFFICE BUILDING,"(32.733320801841536, -97.47655639740951)"
230099293-290,230099293,12/21/2023,CRIMINAL MISCHIEF,12/7/2023 8:00,290,PC 28.03(b)(2) Criminal Mischief >=$100<$750,4400 RUSH RIVER TRL,FORT WORTH,TX,J18,South,6,C,20,20 RESIDENCE/HOME,"(32.611703588658166, -97.38949145593368)"
230099458-290,230099458,12/21/2023,CRIMINAL MISCHIEF,12/21/2023 18:06,290,PC 28.03(b)(2) Criminal Mischief >=$100<$750,1200 HARRINGTON AVE,FORT WORTH,TX,C16,Central,2,C,20,20 RESIDENCE/HOME,"(32.769043098558264, -97.35354625565212)"
230325001-23H,230325001,12/21/2023,THEFT,12/20/2023 9:53,23H,PC 31.03(E)(3)   Theft prop>=$750<$2500,4000 BONITA SPRINGS DR,FORT WORTH,TX,J18,South,6,C,20,20 RESIDENCE/HOME,"(32.62313970314073, -97.37925072132137)"
230324775-23C,230324775,12/15/2023,THEFT,12/14/2023 17:07,23C,GC 085-07 Theft under $100 Shoplifting,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,55,55 SHOPPING MALL,"(32.68740894175712, -97.32079903844469)"
230099915-13A,230099915,12/23/2023,AG ASSAULT,12/23/2023 13:11,13A,PC 22.02(a)(2) Aggravated Assault with Deadly Weap,SYCAMORE SCHOOL RD & CROWLEY RD,FORT WORTH,Te,I16,South,8,C,13,13 HIGHWAY/ROAD/ALLEY,
230098910-220,230098910,12/19/2023,BURGLARY RESIDENTIAL,12/15/2023 12:00,220,PC 30.02(C)(2) Burglary Habitation,7300 BRENTWOOD STAIR RD,FORT WORTH,TX,H13,East,5,C,20,20 RESIDENCE/HOME,"(32.754293725394824, -97.20140757942599)"
230098528-90J,230098528,12/18/2023,CRIMINAL TRESPASS,12/18/2023 0:01,90J,PC 30.05(d)(1) Criminal Trespass,3000 N TARRANT PKWY,FORT WORTH,TX,E14,North,4,C,9,09 DRUG STORE/DOCTOR'S OFFICE/HOSPITAL,"(32.898666709006804, -97.31576061963618)"
230325012-90Z,230325012,12/21/2023,DUMPING,12/18/2023 14:46,90Z,HSC 365.012(E) Illegal Dumping >5 lbs<500 lbs,300 NE 34TH ST,FORT WORTH,TX,C14,Northwest,2,C,25,25 OTHER/UNKNOWN,"(32.8069290367363, -97.34935181966209)"
230099536-290,230099536,12/22/2023,CRIMINAL MISCHIEF,12/22/2023 0:52,290,PC 28.03(b)(2) Criminal Mischief >=$100<$750,7300 BRENTWOOD STAIR RD,FORT WORTH,Te,H13,East,5,C,20,20 RESIDENCE/HOME,"(32.754293725394824, -97.20140757942599)"
230099553-520,230099553,12/22/2023,PENAL CODE,12/22/2023 3:47,520,PC 42.12(B) Discharge Firearm Certain Munici,2700 W GAMBRELL ST,FORT WORTH,Te,J12,South,9,C,50,50 PARK/PLAYGROUND,"(32.681841024123855, -97.35669213920923)"
230099715-23H,230099715,12/22/2023,THEFT,12/21/2023 0:00,23H,PC 31.03(E)(4)(A) Theft>$1500<$20K,5100 RIO BLANCO CT,FORT WORTH,Te,E13,North,4,C,20,20 RESIDENCE/HOME,"(32.87609439859596, -97.27530260977008)"
230099082-240,230099082,12/20/2023,AUTO THEFT,12/20/2023 0:00,240,PC 31.03(E)(5)AUTO 2015 Theft>=$30k<$150k,9500 WALNUT COVE DR,FORT WORTH,TX,L17,West,7,A,6,06 CONSTRUCTION SITE,"(32.741469984728845, -97.48957407020265)"
230098346-240,230098346,12/17/2023,AUTO THEFT,12/17/2023 16:01,240,PC 31.03(E)(4)(A)AUTO2015 Theft Prop>=$2500<$30k A,4200 SOUTH FWY,FORT WORTH,Te,I11,South,11,C,18,18 PARKING LOT/GARAGE,"(32.68740894175712, -97.32079903844469)"
230099115-90Z,230099115,12/20/2023,HARASS,12/5/2023 17:05,90Z,PC 42.07(C) Harassment,3800 FITZHUGH AVE,FORT WORTH,Te,G16,East,11,C,20,20 RESIDENCE/HOME,"(32.717037514931576, -97.26854589434717)"
230099212-370,230099212,12/20/2023,PENAL CODE,12/20/2023 18:49,370,PC 21.16(g) PUBLISH/THREAT TO PUBLISH INTIMATE VIS,6400 BREEZE BAY PT,FORT WORTH,Te,E11,North,2,C,20,20 RESIDENCE/HOME,"(32.858935771297595, -97.3218044644522)"
230098723-13C,230098723,12/18/2023,ASSAULT BY THREAT,12/18/2023 0:00,13C,GC 088 Assault by threat-Class C,4200 HEMPHILL ST,FORT WORTH,TX,J11,South,11,C,21,21 RESTAURANT,"(32.686491803460434, -97.33181210610104)"
230099069-240,230099069,12/20/2023,AUTO THEFT,12/20/2023 10:38,240,PC 31.03(E)(4)(A)AUTO2015 Theft Prop>=$2500<$30k A,3200 LAS VEGAS TRL,FORT WORTH,Te,L16,West,3,C,20,20 RESIDENCE/HOME,"(32.727175931448144, -97.46584290491748)"
230099107-23C,230099107,12/20/2023,THEFT,12/20/2023 14:43,23C,PC 31.03(E)(2)(A)   PC 31.03(E)(2)(A)  2015 Theft,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,55,55 SHOPPING MALL,"(32.68740894175712, -97.32079903844469)"
230098656-220,230098656,12/18/2023,BURGLARY RESIDENTIAL,12/18/2023 16:39,220,PC 30.02(C)(2) Burglary Habitation,4400 RUSH RIVER TRL,FORT WORTH,TX,J18,South,6,C,20,20 RESIDENCE/HOME,"(32.611703588658166, -97.38949145593368)"
230099894-240,230099894,12/23/2023,AUTO THEFT,12/23/2023 10:30,240,PC 31.03(E)(4)(A)AUTO2015 Theft Prop>=$2500<$30k A,5300 WESTMINSTER CT N,FORT WORTH,Te,J14,South,9,C,20,20 RESIDENCE/HOME,"(32.654721844906035, -97.40302077595571)"
230324984-23C,230324984,12/20/2023,THEFT,12/20/2023 10:03,23C,GC  085-07 Theft under $100- Shoplifting,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,55,55 SHOPPING MALL,"(32.68740894175712, -97.32079903844469)"
230098857-220,230098857,12/19/2023,BURGLARY RESIDENTIAL,12/19/2023 0:00,220,PC 30.02(C)(2) Burglary Habitation,4400 RUSH RIVER TRL,FORT WORTH,Te,J18,South,6,C,20,20 RESIDENCE/HOME,"(32.611703588658166, -97.38949145593368)"
230098912-290,230098912,12/19/2023,PENAL CODE,12/19/2023 0:00,290,PC 28.03(b)(2) Criminal Mischief >=$100<$750,4200 ANGLE AVE,FORT WORTH,TX,D12,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,
230098698-35A,230098698,12/18/2023,NARCOTIC VIOLATIONS,12/18/2023 0:00,35A,HSC 481.117(B) Poss CS PG 3 <28G,200 NW 28TH ST,FORT WORTH,Te,D11,Northwest,2,C,18,18 PARKING LOT/GARAGE,
230098698-520,230098698,12/18/2023,NARCOTIC VIOLATIONS,12/18/2023 0:00,520,PC 46.02(B) Unl Carrying Weapon / UCW,200 NW 28TH ST,FORT WORTH,Te,D11,Northwest,2,C,18,18 PARKING LOT/GARAGE,
230099565-13B,230099565,12/22/2023,ASSAULT,12/22/2023 6:19,13B,PC 22.01(a)(1) Assault Causes Bodily injury  Famil,2600 SWALE DR,FORT WORTH,Te,I17,South,8,C,20,20 RESIDENCE/HOME,
230101524-90Z,230101524,12/30/2023,PENAL CODE,12/29/2023 12:00,90Z,PC 25.03(d) INTERFERENCE WITH CHILD CUSTODY,9200 NICKEL CREEK DR,FORT WORTH,TX,F16,North,10,C,20,20 RESIDENCE/HOME,"(32.90516949273858, -97.36118232201872)"
230101380-35B,230101380,12/30/2023,NARCOTIC VIOLATIONS,12/30/2023 0:00,35B,GC 084 Possession of Drug Paraphenalia,6700 GRANBURY RD,FORT WORTH,Te,J14,South,6,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.65087801170975, -97.40914605707367)"
230100316-240,230100316,12/25/2023,AUTO THEFT,12/22/2023 0:00,240,PC 31.03(E)(4)(A)AUTO Theft>$1500<$20K (Auto theft,4700 I-820 FRONTAGE RD S,FORT WORTH,Te,G18,West,6,C,18,18 PARKING LOT/GARAGE,
230100667-90Z,230100667,12/27/2023,PUBLIC INTOXICATION,12/27/2023 5:00,90Z,GC 080 Public Intoxication,1800 S HUGHES AVE,FORT WORTH,TX,G15,East,5,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.726766700324205, -97.25752187789702)"
230100814-23H,230100814,12/27/2023,THEFT,12/27/2023 16:36,23H,PC 31.03(e)(2)(A)  Theft Property >=$100<$750,6600 OAK GROVE RD,FORT WORTH,TX,I17,South,8,C,5,05 COMMERCIAL/OFFICE BUILDING,"(32.649638779871296, -97.30423854554077)"
230101440-220,230101440,12/30/2023,BURGLARY RESIDENTIAL,12/29/2023 9:00,220,PC 30.02(C)(2) Burglary Habitation,500 ANNAPOLIS DR,FORT WORTH,Te,L17,West,7,C,20,20 RESIDENCE/HOME,"(32.75118288938139, -97.4914609213251)"
230325245-23H,230325245,12/28/2023,THEFT,12/16/2023 13:08,23H,GC  085-07 Theft under $100,2900 STANLEY AVE,FORT WORTH,Te,K11,West,9,C,20,20 RESIDENCE/HOME,"(32.709529274730265, -97.34595103696391)"
230101517-290,230101517,12/30/2023,CRIMINAL MISCHIEF,12/30/2023 2:15,290,PC 28.03(b)(2) Criminal Mischief >=$100<$750,5300 FICUS DR,FORT WORTH,TX,F11,North,10,C,20,20 RESIDENCE/HOME,"(32.942589553594175, -97.26650144903256)"
230101245-240,230101245,12/29/2023,AUTO THEFT,12/29/2023 13:14,240,PC 31.03(E)(5) AUTO Theft>=$20k<$100k (Auto theft),100 E ALTAMESA BLVD,FORT WORTH,TX,I17,South,8,C,14,14 HOTEL/MOTEL/ETC.,"(32.653235182842906, -97.32035076058979)"
230325195-23C,230325195,12/27/2023,THEFT,12/11/2023 16:32,23C,PC 31.03(E)(2)(A)   PC 31.03(E)(2)(A)  2015 Theft,2200 PORTER CREEK DR,FORT WORTH,TX,F17,North,4,C,8,08 DEPARTMENT/DISCOUNT STORE,"(32.899713564499855, -97.32595689107778)"
230101257-13B,230101257,12/29/2023,ASSAULT,12/29/2023 17:24,13B,PC 22.01(a)(1) Assault Causes Bodily injury  Famil,5500 KILPATRICK AVE,FORT WORTH,Te,K16,West,6,C,20,20 RESIDENCE/HOME,"(32.722554495591865, -97.4045255626217)"
230100655-13B,230100655,12/27/2023,ASSAULT,12/27/2023 0:53,13B,PC 22.01(b)(2)(A) Assault Family/Household Member,3200 LAS VEGAS TRL,FORT WORTH,Te,L16,West,3,C,20,20 RESIDENCE/HOME,"(32.727175931448144, -97.46584290491748)"
230100737-13A,230100737,12/27/2023,DEADLY CONDUCT-SHOOTING,12/27/2023 0:00,13A,PC 22.05(b)(1) Deadly Conduct discharges in direct,7100 WEST FWY,FORT WORTH,Te,L11,West,3,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.736660210669214, -97.44069444002966)"
230100263-23H,230100263,12/24/2023,THEFT,12/23/2023 0:50,23H,PC 31.03(E)(3)   Theft prop>=$750<$2500,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,C,3,03 BAR/NIGHT CLUB,"(32.68740894175712, -97.32079903844469)"
230101268-35B,230101268,12/29/2023,THEFT,12/29/2023 17:16,35B,GC 084 Possession of Drug Paraphenalia,4200 SOUTH FWY,FORT WORTH,Te,I11,South,11,C,8,08 DEPARTMENT/DISCOUNT STORE,"(32.68740894175712, -97.32079903844469)"
230101464-23F,230101464,12/30/2023,BURGLARY VEHICLE,12/30/2023 11:00,23F,PC 30.04(A) Burglary Vehicle,4200 SOUTH FWY,FORT WORTH,TX,I11,South,11,A,18,18 PARKING LOT/GARAGE,"(32.68740894175712, -97.32079903844469)"
230101175-13B,230101175,12/29/2023,PENAL CODE,12/29/2023 9:00,13B,GC 088-03 Assault by Offensive Contact Family or D,2400 OAK HILL CIR,FORT WORTH,Te,K15,West,3,C,20,20 RESIDENCE/HOME,"(32.715086145910135, -97.38169953942338)"
230100244-240,230100244,12/24/2023,AUTO THEFT,12/24/2023 0:59,240,PC 31.03(E)(4)(A)AUTO2015 Theft Prop>=$2500<$30k A,4200 SOUTH FWY,FORT WORTH,Te,I11,South,11,C,18,18 PARKING LOT/GARAGE,"(32.68740894175712, -97.32079903844469)"
